node_count,graph_type,dataset_idx,true_shifted_nodes,true_function_shifts,true_noise_shifts,nodes_with_parents,fans_shifted_nodes,fans_function_shifts,fans_noise_shifts,fans_error,splitkci_shifted_nodes,splitkci_function_shifts,splitkci_noise_shifts,splitkci_error,prediter_shifted_nodes,prediter_function_shifts,prediter_noise_shifts,prediter_error,iscan_shifted_nodes,iscan_function_shifts,iscan_noise_shifts,iscan_error,linearccp_shifted_nodes,linearccp_function_shifts,linearccp_noise_shifts,linearccp_error,gpr_shifted_nodes,gpr_function_shifts,gpr_noise_shifts,gpr_error,fans_f1_shifted,fans_f1_function,fans_f1_noise,fans_f1_macro,gpr_f1_shifted,gpr_f1_function,gpr_f1_noise,gpr_f1_macro,iscan_f1_shifted,iscan_f1_function,iscan_f1_noise,iscan_f1_macro,linearccp_f1_shifted,linearccp_f1_function,linearccp_f1_noise,linearccp_f1_macro,splitkci_f1_shifted,splitkci_f1_function,splitkci_f1_noise,prediter_f1_shifted,prediter_f1_function,prediter_f1_noise
10,SF,23,"[7, 8]","[7, 8]",[],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 8]","[7, 8]",[],,"[2, 3, 5, 6, 7, 8]",[],[],,[7],[],[],,"[2, 5, 7]","[7, 8]",[],,"[1, 7, 8]","[7, 8]",[],,"[7, 8]",[],"[7, 8]",,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4,1.0,0.0,1.0,0.8,1.0,0.0,1.0,0.5,,,0.6666666666666666,,
10,SF,24,"[8, 9]","[8, 9]",[],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[8, 9]","[8, 9]",[],,"[1, 2, 3, 4, 9]",[],[],,[8],[],[],,[2],"[8, 9]",[],,"[4, 6, 8, 9]","[8, 9]",[],,"[8, 9]",[],"[8, 9]",,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.28571428571428575,,,0.6666666666666666,,
10,SF,25,"[1, 8]","[1, 8]",[],"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 2, 4, 5, 8, 9]","[1, 8]",[],,"[1, 2, 8, 9]",[],[],,[1],[],[],,[4],"[1, 8]",[],,"[1, 4, 6, 7, 8]",[8],[1],,"[1, 8]",[],"[1, 8]",,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5714285714285715,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,,,0.6666666666666666,,
10,SF,26,"[1, 3]",[],"[1, 3]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 3, 8, 9]","[1, 3]",[],,"[1, 2, 3, 7, 8]",[],[],,"[1, 3]",[],[],,"[3, 7, 8]",[1],[3],,"[1, 3, 4, 5, 7, 8]",[],"[1, 3]",,"[1, 3]",[3],[1],,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.4,0.0,0.6666666666666666,0.6666666666666666,0.5,0.0,1.0,1.0,0.5714285714285715,,,1.0,,
10,SF,27,"[7, 9]",[],"[7, 9]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[7, 9]","[7, 9]",[],,"[1, 4, 6, 9]",[],[],,"[7, 9]",[],[],,"[7, 9]",[7],[9],,"[1, 5, 7, 9]",[],"[7, 9]",,"[7, 9]",[],"[7, 9]",,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,,,1.0,,
10,SF,28,"[5, 8]",[],"[5, 8]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[5, 8]",[],"[5, 8]",,"[1, 2, 4, 5, 7, 9]",[],[],,"[5, 8]",[],[],,"[5, 8]",[5],[8],,"[5, 8, 9]",[],"[5, 8]",,"[5, 8]",[],"[5, 8]",,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.8,0.0,1.0,1.0,0.25,,,1.0,,
10,SF,29,"[2, 7]",[],"[2, 7]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[2, 7]",[2],[7],,"[3, 5, 6, 7]",[],[],,"[2, 7]",[],[],,"[5, 6]",[7],[2],,"[2, 4, 7]",[7],[2],,"[2, 7]",[2],[7],,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.8,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,,,1.0,,
10,SF,30,"[3, 8]",[],"[3, 8]","[1, 2, 3, 4, 5, 6, 7, 8, 9]","[3, 8, 9]",[8],[3],,"[4, 5, 9]",[],[],,"[3, 8]",[],[],,"[2, 8]",[3],[8],,"[3, 4, 5, 8]",[],"[3, 8]",,"[3, 8]",[],"[3, 8]",,0.8,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.0,0.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,,,1.0,,
20,ER,1,"[12, 13, 15, 18]","[13, 15]","[12, 18]","[3, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[12, 13, 14, 15, 18]","[12, 13, 15, 18]",[],,"[3, 6, 7, 10, 15, 17]",[],[],,"[12, 13, 15]",[],[],,"[10, 12, 16, 17, 18]","[12, 13, 15, 18]",[],,"[12, 13, 15, 18]","[13, 15]","[12, 18]",,"[12, 13, 15, 18]",[13],"[12, 15, 18]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.8,0.7333333333333334,0.4444444444444445,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,,,0.8571428571428571,,
20,ER,2,"[4, 7, 18, 19]","[7, 19]","[4, 18]","[4, 5, 7, 10, 11, 12, 13, 14, 16, 17, 18, 19]","[4, 7, 13, 16, 18, 19]","[4, 7, 18, 19]",[],,"[4, 5, 10, 11, 12, 16, 17, 19]",[],[],,"[4, 18]",[],[],,"[4, 10, 13, 18, 19]","[7, 18, 19]",[4],,"[4, 7, 12, 13, 16, 18, 19]","[7, 18, 19]",[4],,"[4, 7, 18, 19]","[7, 18, 19]",[4],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.8,0.6666666666666666,0.7333333333333334,0.6666666666666665,0.8,0.6666666666666666,0.7333333333333334,0.7272727272727273,0.8,0.6666666666666666,0.7333333333333334,0.3333333333333333,,,0.6666666666666666,,
20,ER,3,"[6, 8, 18, 19]","[6, 8]","[18, 19]","[2, 3, 6, 8, 9, 12, 13, 15, 16, 17, 18, 19]","[6, 8, 16, 18, 19]","[6, 8, 18, 19]",[],,"[2, 12, 13, 15, 18]",[],[],,"[8, 19]",[],[],,"[6, 12, 15, 16, 17, 18, 19]","[6, 8, 18]",[19],,"[6, 8, 12, 15, 16, 17, 18, 19]","[6, 8, 18, 19]",[],,"[6, 8, 18, 19]",[8],"[6, 18, 19]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.8,0.7333333333333334,0.5454545454545454,0.8,0.6666666666666666,0.7333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.22222222222222224,,,0.6666666666666666,,
20,ER,4,"[5, 7, 8, 17]","[7, 8]","[5, 17]","[4, 5, 7, 8, 9, 11, 12, 13, 14, 16, 17, 19]","[7, 8, 17, 19]","[5, 7, 8, 17]",[],,"[5, 7, 9, 16]",[],[],,"[5, 8]",[],[],,"[4, 5, 8, 12, 13, 17]","[7, 8, 17]",[5],,"[5, 7, 8, 11, 17]","[7, 8, 17]",[5],,"[5, 7, 8, 17]","[7, 8]","[5, 17]",,0.75,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6,0.8,0.6666666666666666,0.7333333333333334,0.888888888888889,0.8,0.6666666666666666,0.7333333333333334,0.5,,,0.6666666666666666,,
20,ER,5,"[1, 8, 14, 18]","[1, 18]","[8, 14]","[1, 8, 9, 11, 12, 13, 14, 15, 16, 18, 19]","[1, 8, 9, 12, 14, 15, 18, 19]","[1, 8, 14, 18]",[],,"[16, 19]",[],[],,"[1, 8, 14]",[],[],,[8],"[1, 14, 18]",[8],,"[1, 8, 14, 18]","[1, 14, 18]",[8],,"[1, 8, 14, 18]","[1, 8, 18]",[14],,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,1.0,0.8,0.6666666666666666,0.7333333333333334,0.4,0.8,0.6666666666666666,0.7333333333333334,1.0,0.8,0.6666666666666666,0.7333333333333334,0.0,,,0.8571428571428571,,
20,ER,6,"[8, 10, 12, 14]","[8, 12]","[10, 14]","[3, 5, 6, 8, 10, 12, 13, 14, 15, 16, 17, 19]","[8, 10, 12, 13, 14, 19]","[8, 10, 12, 14]",[],,"[3, 5, 13, 15, 16, 19]",[],[],,"[8, 10, 12, 14]",[],[],,"[10, 14, 16]","[8, 12]","[10, 14]",,"[8, 10, 12, 13, 14, 16, 19]","[8, 10, 12]",[14],,"[8, 10, 12, 14]","[8, 10, 14]",[12],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.4,0.0,0.2,0.5714285714285715,1.0,1.0,1.0,0.7272727272727273,0.8,0.6666666666666666,0.7333333333333334,0.0,,,1.0,,
20,ER,7,"[2, 14, 18, 19]","[18, 19]","[2, 14]","[2, 3, 5, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[2, 14, 18, 19]","[14, 18, 19]",[2],,"[2, 3, 12, 13, 14, 15, 17]",[],[],,"[2, 14]",[],[],,"[2, 7, 9, 12, 13, 14, 15, 17, 18, 19]","[2, 18, 19]",[14],,"[2, 14, 15, 18, 19]","[18, 19]","[2, 14]",,"[2, 14, 18, 19]",[18],"[2, 14, 19]",,1.0,0.8,0.6666666666666666,0.7333333333333334,1.0,0.6666666666666666,0.8,0.7333333333333334,0.5714285714285715,0.8,0.6666666666666666,0.7333333333333334,0.888888888888889,1.0,1.0,1.0,0.36363636363636365,,,0.6666666666666666,,
20,ER,8,"[8, 15, 16, 19]","[15, 16]","[8, 19]","[4, 5, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19]","[8, 15, 16, 19]","[8, 15, 16, 19]",[],,"[4, 8, 10, 11, 13, 14, 16, 19]",[],[],,"[8, 15, 16, 19]",[],[],,"[8, 9, 10, 13, 14, 18, 19]","[8, 15, 16]",[19],,"[5, 8, 10, 11, 15, 16, 19]","[15, 16]","[8, 19]",,"[8, 15, 16, 19]","[15, 16]","[8, 19]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.36363636363636365,0.8,0.6666666666666666,0.7333333333333334,0.7272727272727273,1.0,1.0,1.0,0.5,,,1.0,,
20,ER,9,"[5, 9, 10, 13]","[9, 10]","[5, 13]","[4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19]","[5, 9, 10, 17, 19]","[5, 9, 10, 13]",[],,"[5, 7, 10, 12, 13, 18, 19]",[],[],,"[5, 9, 10]",[],[],,"[4, 7, 8, 18]","[5, 9, 10]",[13],,"[5, 9, 10, 12, 13, 15, 19]","[9, 10, 13]",[5],,"[5, 9, 10, 13]","[9, 10]","[5, 13]",,0.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.8,0.6666666666666666,0.7333333333333334,0.7272727272727273,0.8,0.6666666666666666,0.7333333333333334,0.5454545454545454,,,0.8571428571428571,,
20,ER,10,"[5, 15, 16, 17]","[15, 17]","[5, 16]","[5, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[5, 14, 15, 16, 17]","[5, 15, 16, 17]",[],,"[7, 8, 10, 12, 13, 16, 18, 19]",[],[],,"[5, 15, 16, 17]",[],[],,"[12, 13, 14, 16, 17]","[15, 17]","[5, 16]",,"[5, 13, 15, 16, 17, 18]","[5, 15, 17]",[16],,"[5, 15, 16, 17]","[15, 17]","[5, 16]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.4444444444444445,1.0,1.0,1.0,0.8,0.8,0.6666666666666666,0.7333333333333334,0.16666666666666666,,,1.0,,
20,ER,11,"[5, 6, 11, 17]","[6, 17]","[5, 11]","[3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[5, 6, 10, 11, 17, 18, 19]","[5, 6, 11, 17]",[],,"[4, 9, 10, 17, 18]",[],[],,"[5, 6, 11, 17]",[],[],,"[4, 5, 6, 12, 13, 15, 16, 17, 18, 19]","[6, 11, 17]",[5],,"[4, 5, 6, 10, 11, 13, 14, 15, 17, 18, 19]","[5, 17]","[6, 11]",,"[5, 6, 11, 17]",[],"[5, 6, 11, 17]",,0.7272727272727273,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4285714285714285,0.8,0.6666666666666666,0.7333333333333334,0.5333333333333333,0.5,0.5,0.5,0.22222222222222224,,,1.0,,
20,ER,12,"[10, 11, 15, 16]","[10, 11]","[15, 16]","[2, 3, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19]","[10, 11, 13, 15, 16]","[10, 11, 15, 16]",[],,"[3, 9, 11, 15, 16, 18, 19]",[],[],,"[10, 15]",[],[],,"[2, 10, 13, 15, 16, 18, 19]","[10, 11, 15, 16]",[],,"[9, 10, 11, 15, 16, 18, 19]",[10],"[11, 15, 16]",,"[10, 11, 15, 16]",[11],"[10, 15, 16]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.8,0.7333333333333334,0.5454545454545454,0.6666666666666666,0.0,0.3333333333333333,0.7272727272727273,0.6666666666666666,0.8,0.7333333333333334,0.5454545454545454,,,0.6666666666666666,,
20,ER,13,"[7, 12, 15, 17]","[15, 17]","[7, 12]","[6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]","[7, 12, 15, 17]","[7, 12, 15, 17]",[],,"[7, 9, 12, 17, 18]",[],[],,"[7, 12, 15, 17]",[],[],,"[8, 12, 14, 15, 17, 19]","[7, 15, 17]",[12],,"[7, 8, 12, 14, 15, 16, 17, 18]",[],"[7, 12, 15, 17]",,"[7, 12, 15, 17]",[12],"[7, 15, 17]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.4,0.2,0.6,0.8,0.6666666666666666,0.7333333333333334,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666665,,,1.0,,
20,ER,14,"[8, 12, 13, 14]","[12, 13]","[8, 14]","[5, 8, 10, 11, 12, 13, 14, 16, 17, 19]","[8, 12, 13, 14]","[8, 12, 13, 14]",[],,"[5, 8, 12, 13, 17]",[],[],,"[8, 12, 13]",[],[],,"[5, 8, 10, 13, 14]","[8, 12, 13, 14]",[],,"[8, 11, 12, 13, 14, 16, 17]","[12, 13, 14]",[8],,"[8, 12, 13, 14]",[],"[8, 12, 13, 14]",,1.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666665,0.6666666666666666,0.0,0.3333333333333333,0.7272727272727273,0.8,0.6666666666666666,0.7333333333333334,0.6666666666666665,,,0.8571428571428571,,
20,ER,15,"[3, 12, 15, 19]","[15, 19]","[3, 12]","[3, 4, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[3, 11, 12, 13, 14, 15, 19]","[3, 12, 15, 19]",[],,"[3, 12, 13, 15, 18]",[],[],,"[3, 12, 15, 19]",[],[],,[15],"[12, 15, 19]",[3],,"[3, 10, 12, 13, 14, 15, 18, 19]","[12, 19]","[3, 15]",,"[3, 12, 15, 19]",[19],"[3, 12, 15]",,0.7272727272727273,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.8,0.7333333333333334,0.4,0.8,0.6666666666666666,0.7333333333333334,0.6666666666666666,0.5,0.5,0.5,0.6666666666666665,,,1.0,,
20,ER,16,"[9, 11, 13, 17]","[9, 11]","[13, 17]","[6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19]","[9, 11, 13, 17, 19]","[9, 11, 13, 17]",[],,"[7, 10, 11, 13, 16, 19]",[],[],,"[9, 11, 13, 17]",[],[],,"[9, 11, 12, 13, 17]","[9, 11, 13]",[17],,"[7, 9, 10, 11, 13, 17, 19]",[11],"[9, 13, 17]",,"[9, 11, 13, 17]",[13],"[9, 11, 17]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.4,0.2,0.888888888888889,0.8,0.6666666666666666,0.7333333333333334,0.7272727272727273,0.6666666666666666,0.8,0.7333333333333334,0.4,,,1.0,,
20,ER,17,"[12, 13, 14, 15]","[14, 15]","[12, 13]","[5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19]","[12, 13, 14, 15, 18, 19]","[12, 13, 14, 15]",[],,"[5, 8, 9, 10, 11, 13, 15, 19]",[],[],,"[12, 13, 14, 15]",[],[],,"[9, 13, 15, 19]","[12, 13, 14, 15]",[],,"[5, 12, 13, 14, 15]",[14],"[12, 13, 15]",,"[12, 13, 14, 15]",[14],"[12, 13, 15]",,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.8,0.7333333333333334,0.5,0.6666666666666666,0.0,0.3333333333333333,0.888888888888889,0.6666666666666666,0.8,0.7333333333333334,0.3333333333333333,,,1.0,,
20,ER,18,"[6, 8, 15, 17]","[6, 8]","[15, 17]","[5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[6, 7, 8, 11, 15, 16, 17, 18, 19]","[6, 8, 15, 17]",[],,"[6, 7, 11, 13]",[],[],,"[6, 8, 17]",[],[],,"[5, 6, 7, 8, 12, 13, 14, 15, 17]","[6, 8]","[15, 17]",,"[6, 8, 11, 12, 15, 17, 18]",[],"[6, 8, 15, 17]",,"[6, 8, 15, 17]",[6],"[8, 15, 17]",,0.6153846153846153,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.8,0.7333333333333334,0.6153846153846153,1.0,1.0,1.0,0.7272727272727273,0.0,0.6666666666666666,0.3333333333333333,0.25,,,0.8571428571428571,,
20,ER,19,"[7, 13, 14, 18]","[7, 14]","[13, 18]","[5, 6, 7, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[7, 10, 13, 14, 18, 19]","[7, 13, 14, 18]",[],,"[5, 6, 10, 12, 16, 18]",[],[],,"[7, 13]",[],[],,[],"[7, 13, 14, 18]",[],,"[7, 10, 13, 14, 18]","[7, 18]","[13, 14]",,"[7, 13, 14, 18]","[7, 13, 14]",[18],,0.8,0.6666666666666666,0.0,0.3333333333333333,1.0,0.8,0.6666666666666666,0.7333333333333334,0.0,0.6666666666666666,0.0,0.3333333333333333,0.888888888888889,0.5,0.5,0.5,0.2,,,0.6666666666666666,,
20,ER,20,"[3, 7, 17, 18]","[17, 18]","[3, 7]","[3, 5, 6, 7, 9, 10, 11, 12, 16, 17, 18]","[3, 7, 16, 17, 18]","[3, 7, 17, 18]",[],,"[3, 9, 18]",[],[],,"[3, 7, 17, 18]",[],[],,[16],"[3, 7, 17, 18]",[],,"[3, 5, 7, 9, 11, 16, 17, 18]","[17, 18]","[3, 7]",,"[3, 7, 17, 18]","[17, 18]","[3, 7]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.5714285714285715,,,1.0,,
20,ER,21,"[9, 13, 14, 18]","[9, 13, 14, 18]",[],"[3, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19]","[9, 13, 14, 18, 19]","[9, 13, 14, 18]",[],,"[3, 6, 8, 9, 12, 14, 15, 17]",[],[],,"[9, 14, 18]",[],[],,"[8, 9, 12, 13, 14, 16, 17, 18, 19]","[9, 13, 14, 18]",[],,"[8, 9, 13, 14, 18]","[9, 13]","[14, 18]",,"[9, 13, 14, 18]","[9, 13]","[14, 18]",,0.888888888888889,1.0,0.0,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6153846153846153,1.0,0.0,1.0,0.888888888888889,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,,,0.8571428571428571,,
20,ER,22,"[6, 13, 14, 16]","[6, 13, 14, 16]",[],"[6, 8, 10, 12, 13, 14, 15, 16, 18, 19]","[6, 13, 14, 16, 18, 19]","[6, 13, 14, 16]",[],,"[6, 10, 13, 19]",[],[],,"[6, 13, 14, 16]",[],[],,"[13, 16, 18, 19]","[6, 13, 14, 16]",[],,"[6, 8, 12, 13, 14, 15, 16, 19]","[6, 13, 14]",[16],,"[6, 13, 14, 16]","[6, 13, 14, 16]",[],,0.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.6666666666666666,0.8571428571428571,0.0,0.8571428571428571,0.5,,,1.0,,
20,ER,23,"[11, 15, 16, 18]","[11, 15, 16, 18]",[],"[3, 7, 8, 11, 13, 15, 16, 17, 18, 19]","[7, 11, 15, 16, 17, 18, 19]","[15, 16, 18]",[11],,"[3, 8, 13, 15, 16]",[],[],,"[11, 15, 16, 18]",[],[],,"[3, 11, 17, 18, 19]","[11, 15, 16, 18]",[],,"[7, 11, 13, 15, 16, 17, 18]","[15, 16, 18]",[11],,"[11, 15, 16, 18]","[15, 16, 18]",[11],,0.7272727272727273,0.8571428571428571,0.0,0.8571428571428571,1.0,0.8571428571428571,0.0,0.8571428571428571,0.4444444444444445,1.0,0.0,1.0,0.7272727272727273,0.8571428571428571,0.0,0.8571428571428571,0.4444444444444445,,,1.0,,
20,ER,24,"[6, 10, 18, 19]","[6, 10, 18, 19]",[],"[5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19]","[6, 10, 14, 16, 18, 19]","[6, 10, 18, 19]",[],,"[5, 8, 10, 15, 17, 19]",[],[],,"[6, 10, 19]",[],[],,"[6, 10, 18, 19]","[6, 10, 18, 19]",[],,"[6, 10, 16, 18, 19]","[10, 18, 19]",[6],,"[6, 10, 18, 19]","[10, 18, 19]",[6],,0.8,1.0,0.0,1.0,1.0,0.8571428571428571,0.0,0.8571428571428571,1.0,1.0,0.0,1.0,0.888888888888889,0.8571428571428571,0.0,0.8571428571428571,0.4,,,0.8571428571428571,,
20,ER,25,"[6, 14, 15, 16]","[6, 14, 15, 16]",[],"[3, 5, 6, 7, 8, 10, 12, 14, 15, 16, 17, 18, 19]","[6, 10, 12, 14, 15, 16, 17, 18]","[6, 14, 15, 16]",[],,"[3, 5, 6, 12, 14, 15, 17, 18, 19]",[],[],,"[6, 14, 15]",[],[],,[10],"[6, 14, 15, 16]",[],,"[6, 10, 14, 15, 16]","[14, 16]","[6, 15]",,"[6, 14, 15, 16]","[6, 14, 15, 16]",[],,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.888888888888889,0.6666666666666666,0.0,0.6666666666666666,0.46153846153846156,,,0.8571428571428571,,
20,ER,26,"[3, 14, 16, 19]",[],"[3, 14, 16, 19]","[3, 5, 8, 11, 12, 13, 14, 15, 16, 18, 19]","[3, 13, 14, 19]","[3, 14, 16, 19]",[],,"[3, 5, 11, 12, 14, 18, 19]",[],[],,"[3, 14, 19]",[],[],,"[16, 18, 19]","[14, 16, 19]",[3],,"[3, 8, 14, 16, 19]","[14, 16]","[3, 19]",,"[3, 14, 16, 19]",[3],"[14, 16, 19]",,0.75,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,0.8571428571428571,0.5714285714285715,0.0,0.4,0.4,0.888888888888889,0.0,0.6666666666666666,0.6666666666666666,0.5454545454545454,,,0.8571428571428571,,
20,ER,27,"[5, 6, 17, 18]",[],"[5, 6, 17, 18]","[5, 6, 9, 11, 12, 13, 14, 16, 17, 18, 19]","[5, 6, 14, 17, 18, 19]","[5, 6, 17, 18]",[],,"[9, 11, 13, 14, 16, 17, 19]",[],[],,"[5, 6]",[],[],,"[6, 11, 12, 17, 19]","[5, 6, 18]",[17],,"[5, 6, 9, 14, 17, 18, 19]",[5],"[6, 17, 18]",,"[5, 6, 17, 18]",[18],"[5, 6, 17]",,0.8,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,0.8571428571428571,0.4444444444444445,0.0,0.4,0.4,0.7272727272727273,0.0,0.8571428571428571,0.8571428571428571,0.18181818181818182,,,0.6666666666666666,,
20,ER,28,"[7, 9, 17, 19]",[],"[7, 9, 17, 19]","[2, 5, 6, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19]","[7, 9, 17, 19]","[7, 17, 19]",[9],,"[2, 6, 7, 11, 15, 16, 17, 18, 19]",[],[],,"[7, 17, 19]",[],[],,"[11, 18, 19]","[9, 17]","[7, 19]",,"[7, 9, 11, 14, 17, 18, 19]",[19],"[7, 9, 17]",,"[7, 9, 17, 19]",[],"[7, 9, 17, 19]",,1.0,0.0,0.4,0.4,1.0,0.0,1.0,1.0,0.28571428571428575,0.0,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.0,0.8571428571428571,0.8571428571428571,0.46153846153846156,,,0.8571428571428571,,
20,ER,29,"[12, 14, 15, 16]",[],"[12, 14, 15, 16]","[5, 6, 7, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[12, 14, 15, 16, 19]","[12, 14, 15, 16]",[],,"[5, 6, 12, 15, 18, 19]",[],[],,"[14, 15, 16]",[],[],,"[12, 14, 15]","[12, 14, 15]",[16],,"[12, 14, 15, 16]",[15],"[12, 14, 16]",,"[12, 14, 15, 16]",[16],"[12, 14, 15]",,0.888888888888889,0.0,0.0,0.0,1.0,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.0,0.4,0.4,1.0,0.0,0.8571428571428571,0.8571428571428571,0.4,,,0.8571428571428571,,
20,ER,30,"[7, 10, 18, 19]",[],"[7, 10, 18, 19]","[2, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19]","[7, 17, 18, 19]","[7, 10, 18]",[19],,"[7, 8, 9, 13, 14, 17]",[],[],,"[7, 10, 18]",[],[],,"[8, 9, 10, 14, 17, 18, 19]","[7, 19]","[10, 18]",,"[7, 8, 9, 10, 14, 18, 19]",[],"[7, 10, 18, 19]",,"[7, 10, 18, 19]","[18, 19]","[7, 10]",,0.75,0.0,0.4,0.4,1.0,0.0,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.0,0.6666666666666666,0.6666666666666666,0.7272727272727273,0.0,1.0,1.0,0.2,,,0.8571428571428571,,
20,SF,1,"[1, 10, 14, 19]","[10, 14]","[1, 19]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[1, 10, 11, 14, 19]","[1, 10, 14, 19]",[],,"[1, 3, 6, 8, 9, 12, 13, 14, 18, 19]",[],[],,"[1, 19]",[],[],,"[1, 11, 19]","[10, 14, 19]",[1],,"[1, 6, 10, 11, 14, 18, 19]","[10, 19]","[1, 14]",,"[1, 10, 14, 19]","[10, 14]","[1, 19]",,0.888888888888889,0.6666666666666666,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5714285714285715,0.8,0.6666666666666666,0.7333333333333334,0.7272727272727273,0.5,0.5,0.5,0.4285714285714285,,,0.6666666666666666,,
